zpid,latest_salemonth,latest_saleyear
29356066,6,2018
58299788,6,2020
29356063,12,2020
29365285,8,2019
29361057,10,2020
58299778,6,2019
29365271,6,2019
29356055,10,2020
58299769,6,2019
29347555,6,2019
29363261,6,2019
29358952,2,2020
29361054,4,2019
29363258,6,2018
29363253,8,2019
29356052,11,2019
80088046,4,2019
64471742,6,2018
29354046,9,2018
29347545,3,2020
29363723,5,2020
29363213,7,2019
29361043,6,2019
29363211,11,2019
29363209,11,2019
29362542,3,2018
29363203,9,2020
29361042,5,2019
29363173,3,2018
29354040,7,2019
29365167,6,2019
29359036,8,2018
29363165,4,2020
29363160,4,2018
29361033,4,2020
29363153,4,2019
58299145,5,2020
121657532,10,2019
29364128,9,2019
29359031,10,2018
29363125,10,2018
58299111,7,2019
29364109,8,2018
29365100,9,2019
29356267,10,2018
29364100,4,2018
29361026,9,2020
29359026,12,2019
58299099,7,2019
29339675,4,2019
29364099,4,2020
29362454,5,2019
29356022,12,2019
29364598,7,2019
29356021,4,2019
29364095,10,2018
79980519,10,2019
120897670,7,2020
29365094,5,2018
29348669,9,2020
79980518,6,2018
29362446,9,2020
29361013,11,2019
89552167,8,2018
125738080,3,2019
29362511,6,2019
29338330,5,2019
2094962510,6,2019
29363061,12,2019
94642666,6,2020
29364060,12,2018
29356008,5,2018
29363058,1,2020
29354006,4,2020
29364056,11,2018
29336660,7,2018
29364053,11,2020
29362505,8,2019
29339658,8,2019
110539003,9,2020
29364051,3,2018
29342464,3,2019
29362503,12,2019
29346657,7,2019
29356002,7,2018
29364049,3,2019
29364548,7,2019
29339654,11,2018
29363046,9,2019
70352402,12,2018
29364041,8,2019
29343653,9,2018
58303974,10,2019
29433973,4,2020
29433963,6,2020
29431987,10,2020
29433961,11,2020
241934209,12,2020
58303958,3,2019
29433447,12,2019
29433954,12,2019
29433445,4,2018
29435942,8,2018
58303941,10,2018
29433442,12,2019
29364927,7,2018
29433935,10,2019
29432927,10,2018
29437423,2,2020
29433920,5,2019
29437497,2,2018
29437495,6,2019
29433912,9,2018
29377277,8,2018
58303909,9,2020
58299352,3,2018
58303908,12,2019
29437408,6,2018
29372276,6,2020
58302478,6,2018
58302976,5,2020
58304475,6,2018
119381474,6,2018
58302471,3,2018
58303165,1,2021
89552468,1,2020
58304464,4,2019
58302499,10,2019
89651984,10,2020
145653463,1,2019
119631961,9,2020
89553460,9,2019
89553459,6,2018
2090867919,11,2018
243293495,4,2019
122187492,5,2019
114156986,3,2020
243293485,6,2020
69692485,8,2020
69692482,5,2020
89404968,5,2020
2098279957,6,2020
202136953,4,2019
119556952,7,2019
119626950,8,2020
2083197446,1,2020
119630945,3,2020
29421924,9,2019
125917921,6,2019
243293444,7,2019
2077446463,12,2020
2080103292,10,2020
305426039,8,2020
29477982,7,2020
83819989,3,2019
29477482,12,2020
29502988,3,2018
83820484,4,2019
29477978,2,2018
55299484,5,2020
80087970,2,2018
70327974,8,2019
69808967,7,2019
29477973,3,2019
80090939,5,2019
145657972,8,2020
83821428,6,2018
83822922,10,2020
29477971,11,2019
29477471,12,2020
80099416,11,2020
80107970,12,2019
70345968,8,2020
83818903,6,2019
70345966,12,2018
83825401,9,2018
70327966,11,2019
64669399,4,2018
70327964,11,2020
119619880,7,2018
70327963,10,2020
28602876,6,2019
70345962,2,2020
83823871,4,2019
70327961,5,2020
80089449,12,2020
29477458,3,2019
79976345,6,2018
80097843,9,2020
29477956,5,2020
80103825,6,2019
64548455,1,2020
64534953,4,2019
80090822,3,2018
29477952,10,2020
80094810,4,2018
29477450,2,2020
83821808,9,2019
29477948,4,2020
83824306,4,2019
70345944,6,2019
83831805,5,2018
70345942,11,2018
80088302,5,2020
70327942,5,2020
63838831,1,2020
83832295,6,2018
70327940,8,2020
29476034,11,2019
70342532,5,2020
70342529,4,2018
80106527,5,2018
29476027,5,2018
29478021,6,2020
70342518,9,2019
29334517,4,2020
83831516,12,2018
29478011,7,2018
70346010,10,2019
70342509,6,2018
29477508,5,2019
29478007,3,2020
70342505,10,2019
29475987,8,2018
70342504,7,2019
63838989,11,2019
63838985,7,2018
63228495,10,2018
58311495,5,2020
70343468,10,2019
64683493,7,2019
70343463,1,2018
63838961,6,2018
70343451,3,2020
29469990,8,2019
63830943,3,2020
58311489,1,2020
63838941,8,2019
2081723485,2,2020
29470485,7,2018
70343439,11,2020
29508937,6,2019
241930984,7,2019
70343436,8,2018
63838936,9,2020
89547977,9,2019
70343430,5,2019
70343424,7,2018
241932972,11,2019
29469972,6,2018
29508915,7,2019
29508913,8,2019
70343408,8,2020
305428406,6,2020
241930971,5,2019
70343405,9,2020
29469971,3,2020
70343403,9,2019
241930969,4,2020
29469968,7,2020
70343401,12,2018
29508401,7,2019
64776964,11,2018
2078491400,11,2020
29469962,12,2019
63421399,11,2019
64718959,9,2018
70343392,11,2019
89548457,8,2019
249912454,5,2019
70343378,7,2020
64732365,3,2019
70335864,4,2018
63296358,10,2020
64894449,11,2020
29508841,11,2018
241930946,7,2019
29508337,6,2020
241930945,10,2019
62576834,3,2020
62608311,1,2020
89548426,9,2019
29508801,11,2018
70335919,7,2020
70357296,10,2018
29505415,5,2018
70357286,10,2020
2083181914,11,2019
29508774,1,2019
251031413,6,2020
70357271,9,2019
70357265,4,2020
83813410,6,2018
145657409,12,2019
144393954,6,2020
29508754,10,2019
29508740,6,2019
70335238,3,2020
70343496,12,2019
249878887,9,2019
63266224,10,2020
145656387,5,2019
64634223,7,2020
58311879,6,2019
69811201,8,2020
58311876,9,2018
63228681,4,2019
250997669,5,2020
63300667,10,2018
63300664,5,2020
70343662,6,2018
63228660,8,2019
70334768,2,2020
63228655,4,2020
58311854,8,2018
29469854,1,2021
70343650,5,2019
58311846,3,2018
80107649,8,2019
63228649,4,2018
244910343,4,2020
70335147,2,2019
80104144,5,2019
70343638,5,2018
145656839,7,2019
63228637,6,2020
58311839,12,2018
29508635,11,2019
63297129,4,2020
60135536,12,2020
29508626,9,2018
145656829,9,2020
63228625,9,2019
63398119,7,2018
70343617,2,2018
63398117,10,2018
29508611,11,2018
29512108,6,2019
63228604,5,2018
62608309,2,2018
89545807,7,2020
63234602,8,2019
58311806,4,2019
29512101,8,2019
70343599,11,2018
64429803,5,2018
29468803,12,2020
70343597,7,2019
29512095,6,2019
58311795,5,2018
70343593,5,2019
62608294,1,2020
29512092,3,2019
29469794,7,2019
58311787,3,2020
70343584,7,2018
58311784,4,2018
70343574,4,2018
70343569,4,2018
70343566,8,2020
58311782,7,2018
305429057,9,2020
70334781,6,2020
70343545,8,2018
251031486,9,2020
29512044,4,2020
80108476,4,2020
145655499,5,2019
119624975,9,2019
70343531,11,2020
70343521,1,2020
305426965,9,2020
58311776,9,2018
114406960,5,2020
29508276,3,2020
70343510,3,2020
63722509,10,2020
241930770,7,2020
29505506,10,2020
80093930,8,2020
83833496,4,2020
305428416,1,2021
70334765,10,2018
119630916,5,2018
120898415,8,2019
29508258,9,2018
29469755,1,2019
241933398,6,2019
251035386,10,2019
124839386,7,2019
2083966251,7,2019
120899882,4,2018
110539882,6,2019
70334745,10,2019
110539881,11,2018
58311745,12,2018
29515005,12,2020
145656742,8,2020
64842861,8,2020
121656972,9,2020
241933360,2,2019
70342469,1,2020
121651465,4,2020
80099855,10,2020
29508236,2,2020
241933352,11,2020
58311735,8,2019
70342449,8,2020
58311733,1,2018
70342448,4,2018
121657933,3,2019
241933346,5,2019
58317846,5,2018
145655730,8,2020
29359448,5,2020
70342421,7,2020
29361485,6,2020
121657419,9,2020
249889748,4,2019
70342416,8,2020
60136480,5,2020
241933341,9,2019
58299919,5,2020
70342415,7,2019
241933339,12,2019
83831975,8,2019
58299495,6,2019
121658410,10,2020
80094839,6,2019
70342410,1,2020
60136474,5,2020
241933332,6,2020
241930724,5,2020
70342406,5,2018
29361380,6,2019
241933327,5,2019
70342398,7,2018
58299964,5,2020
83815377,7,2019
110538896,8,2020
29361352,5,2018
145657223,5,2020
29515030,12,2020
83831459,3,2018
29361349,7,2019
79981894,10,2019
250997722,3,2020
241930822,11,2019
29361348,6,2020
29361458,5,2018
70342483,3,2020
80096890,6,2018
79977321,9,2020
29361346,2,2020
29361452,10,2020
120895387,3,2018
29469720,10,2020
29361340,5,2018
29515821,8,2019
29361451,8,2019
70342475,4,2020
89552218,10,2020
29361328,10,2020
249891216,4,2020
80098884,2,2018
29515814,4,2020
29361319,6,2020
29361437,9,2018
305427312,6,2020
70342382,4,2019
29361318,5,2018
58311715,3,2019
29361436,8,2020
29361317,10,2019
241933309,4,2019
83821378,9,2020
29361494,4,2018
29361308,7,2019
29361427,8,2018
29469712,12,2019
29361303,3,2018
29361425,4,2019
70342374,11,2019
83830211,3,2019
241933305,5,2019
29361424,11,2020
29361295,2,2020
241930706,9,2020
29516302,10,2020
29361421,8,2018
70342372,9,2020
29361291,9,2019
70342204,7,2018
29361283,8,2020
29361414,8,2019
70342337,12,2019
29508201,8,2020
2077633278,11,2020
29361408,10,2019
58187198,3,2019
70342333,2,2020
29361407,5,2019
145658622,12,2020
251034779,6,2020
29359248,8,2018
29361405,9,2019
64526197,7,2019
58299492,5,2018
29361489,3,2020
250997691,11,2019
89548864,7,2019
29361393,11,2020
80086775,12,2018
249890687,10,2020
251033270,8,2020
29361391,7,2020
70342315,11,2019
120899767,11,2018
70337640,4,2020
125461889,8,2019
60134388,11,2020
70337634,10,2018
70342314,1,2019
251028264,6,2019
2084046683,10,2020
60134383,4,2018
70337633,9,2019
110538801,6,2018
110538796,3,2020
58187129,9,2018
241930679,9,2019
94641625,12,2020
83829836,5,2019
29469676,8,2018
70342291,10,2019
83827821,5,2019
64534498,6,2018
111372786,5,2019
2083654661,9,2019
70343741,8,2019
70337497,2,2020
29359786,11,2020
83816285,5,2018
29469661,2,2019
29359997,6,2018
29359782,10,2019
251033239,8,2020
29356997,6,2019
70342279,10,2019
124837778,3,2019
125803739,10,2019
70342275,2,2019
29359777,7,2019
29359496,10,2019
125903238,8,2019
70342160,3,2018
120895238,6,2018
29359495,8,2018
250997653,9,2019
29361726,10,2019
121657257,6,2018
29359994,9,2019
70343738,6,2020
70342152,3,2019
121658256,9,2019
83817723,6,2019
83829992,6,2018
29516734,4,2019
29359723,5,2018
29356991,8,2018
83813650,3,2020
305426732,8,2020
111371748,8,2018
29361707,11,2018
29357264,12,2020
80096228,8,2019
120897238,9,2019
29361706,8,2019
58311637,1,2020
29361705,11,2020
29359449,12,2020
29469635,7,2018
29356986,10,2018
29361701,12,2020
241452634,10,2020
2078760419,9,2020
111372711,5,2020
29356985,9,2018
29361688,10,2019
241933133,8,2020
29351913,2,2020
29474438,7,2020
29474408,9,2019
125091291,9,2019
241933705,12,2019
29478195,12,2018
29478194,11,2020
29478193,11,2019
29478184,12,2020
29478182,11,2020
243293496,10,2020
110537181,7,2020
84140930,12,2019
29476121,5,2018
84134423,6,2020
29476114,12,2019
29323584,8,2019
243293921,3,2019
29323570,11,2019
84136420,9,2020
29323569,5,2020
111962919,10,2020
29323563,3,2018
202189907,6,2019
122188907,9,2020
80076402,12,2018
119624389,10,2018
119628877,6,2020
125174373,4,2020
84138858,4,2019
119557356,8,2019
80106791,12,2019
202137355,9,2019
125231854,4,2020
83814788,4,2019
83820279,5,2018
83825776,11,2020
69701268,3,2018
80100265,8,2019
202136841,5,2020
70346264,5,2019
250399839,4,2019
29492264,10,2018
83815258,8,2019
119626335,3,2020
70346237,10,2020
202137334,6,2020
250400331,2,2020
70346228,7,2018
111966330,6,2020
83826227,3,2018
70327938,6,2020
70327936,10,2018
29477935,12,2019
70327934,7,2020
29339653,9,2020
70352152,5,2018
29342371,10,2020
29334646,4,2020
79980145,2,2018
29374275,4,2018
29345145,3,2020
29372498,6,2020
29374271,8,2019
58297644,4,2018
62605270,4,2020
29334644,9,2020
29376269,2,2019
2091181140,7,2018
29375769,6,2018
58300417,5,2018
2087932767,2,2019
29339640,7,2018
29374767,5,2019
29343637,3,2020
29372265,3,2019
79980136,10,2019
29372264,8,2018
58297635,10,2019
29372755,5,2019
29343635,9,2020
29376254,6,2019
29336633,11,2019
29549753,8,2019
29377253,4,2019
58297632,8,2018
29567251,6,2020
79980130,8,2020
29374751,5,2019
29339630,7,2019
29377246,4,2018
29334630,11,2020
29377244,5,2020
29370742,10,2020
29377241,7,2019
29339628,6,2019
29345127,6,2020
29348626,3,2018
29372736,4,2019
29345301,6,2020
29336625,4,2019
58300226,8,2020
64582122,12,2020
29374226,7,2019
83822619,7,2020
88013718,11,2018
29339619,6,2020
29372718,7,2018
29345117,6,2019
29372716,12,2019
29336617,3,2019
29372714,5,2019
29567212,4,2018
29344963,4,2018
58300210,4,2018
58298112,5,2019
29348611,3,2020
2084401209,6,2020
83826209,9,2019
29345111,5,2019
29567209,3,2020
29567207,11,2020
80108609,8,2019
70337705,9,2018
29334609,12,2019
29334607,10,2018
64544202,12,2020
29343606,8,2018
58300191,11,2018
29339606,7,2018
29334605,9,2020
29374191,4,2018
29339603,12,2019
29567189,3,2019
29374688,6,2019
29341600,12,2019
29372688,6,2019
29334597,1,2019
2086105685,4,2019
29372955,8,2020
29343595,9,2018
29372685,5,2019
83819094,8,2018
80098094,7,2019
2086105684,5,2019
29348593,4,2018
2086105683,4,2019
29339592,1,2018
58300182,1,2020
29376179,2,2018
125114086,8,2018
29376177,10,2020
29376176,9,2020
29374176,9,2019
29334585,3,2019
29376175,12,2018
29334581,4,2019
29374675,8,2018
70337673,9,2020
29339580,10,2018
64802671,4,2019
29334579,8,2020
80105578,10,2018
29372671,6,2019
29334578,10,2018
29372670,6,2018
64541665,8,2018
29372165,7,2018
120899573,12,2020
29376663,2,2019
29334572,9,2020
29377662,11,2020
119616658,2,2020
29567157,4,2020
69815952,6,2018
29372154,5,2019
29376151,12,2018
2084748997,10,2020
125891561,12,2019
29376650,3,2018
29376150,11,2019
58298061,9,2019
29376648,8,2019
29345061,5,2020
29376147,6,2018
29339560,6,2018
29376640,6,2018
94883056,10,2020
29339555,5,2018
29372139,1,2019
29334554,8,2018
29377637,8,2020
83815553,1,2019
29372637,10,2020
29345051,4,2019
29345291,11,2020
58187135,6,2018
64493049,6,2019
29567634,3,2018
112087548,3,2018
29374332,4,2020
29376632,10,2020
29334547,1,2018
29376631,10,2020
29376131,7,2019
29345044,10,2019
29567630,2,2019
120896542,7,2018
29348537,2,2020
29376129,3,2020
29374129,1,2020
241934035,3,2018
29567628,9,2020
29348533,11,2019
29374628,8,2018
29334533,4,2018
70330626,4,2020
29376626,3,2018
2131398528,1,2020
29377625,7,2018
83828028,8,2020
29375124,5,2019
29345027,7,2019
29334527,4,2018
29348525,5,2019
29374620,9,2020
64510024,5,2019
29372620,11,2018
88027119,5,2019
83830023,9,2018
29373116,3,2020
58298019,1,2019
29549615,9,2019
29376615,6,2019
29339518,8,2020
29374614,2,2019
29373114,4,2020
29376112,9,2020
29373112,1,2019
29374111,2,2018
29373109,1,2019
83824009,4,2018
29375107,7,2020
70330509,7,2019
29373107,4,2020
29345004,10,2019
2091268106,4,2018
29348502,3,2019
29374604,7,2020
29376603,3,2020
29374603,4,2020
29374103,10,2018
29374102,5,2020
29372153,6,2018
29374601,4,2019
80094463,4,2019
29376600,5,2018
2084319094,2,2020
29376592,10,2019
29567588,8,2018
29377587,9,2019
29376587,4,2020
96638330,11,2019
29374583,10,2019
29377581,5,2018
29376581,4,2018
29567577,7,2018
29376577,7,2019
29549576,11,2018
29375075,6,2018
29336706,11,2020
29334535,1,2021
2119482073,8,2019
29373073,8,2018
29374572,6,2020
29370572,10,2020
29549570,3,2019
110539069,10,2019
29372569,5,2019
29370568,12,2018
29376566,5,2018
29557063,4,2019
29376062,6,2019
29377561,8,2018
29557060,12,2020
29375060,8,2018
119619056,4,2018
29376055,7,2019
29373053,1,2020
2130779052,12,2018
29376551,5,2018
29374051,1,2020
29376548,6,2018
29376546,4,2020
29376044,3,2018
29376543,8,2020
29372543,5,2018
29370345,9,2019
29549542,4,2018
83828039,12,2018
29374538,1,2020
29373038,6,2020
70332037,9,2018
29374537,8,2019
29373035,7,2018
29549534,4,2019
29376534,11,2018
29376033,4,2019
29374031,8,2020
64733030,7,2018
29370530,3,2020
29376028,6,2020
29374028,7,2020
29372528,6,2018
70332027,10,2019
29376026,1,2018
29376522,8,2018
29374521,10,2018
29372519,7,2019
29378016,5,2018
29376016,5,2019
2086106015,10,2020
29376515,12,2018
29375015,4,2018
2086106014,8,2020
29372514,3,2018
29375013,6,2019
29372511,7,2018
29372510,5,2019
29376508,3,2018
64477507,6,2020
29370507,10,2019
29378005,8,2018
29377504,9,2018
29370503,3,2020
29374001,8,2018
2084748999,12,2020
2089944878,12,2018
114406999,12,2020
89656345,6,2020
125889344,12,2019
58301418,11,2020
29421917,6,2018
29363039,3,2018
29364538,10,2020
29364036,5,2018
29363031,12,2018
29363021,8,2019
29364520,12,2018
29364512,6,2019
29364510,7,2018
29364509,5,2019
29364009,4,2019
29353458,8,2018
29435895,4,2019
29432779,5,2020
58303898,6,2020
29356457,5,2019
29432756,7,2020
58303893,5,2020
29356496,6,2019
29435898,4,2018
29355955,11,2018
29438250,10,2019
29437389,9,2019
29435896,7,2019
58299749,6,2020
29437385,2,2019
29355452,12,2018
29432896,12,2019
29435882,9,2018
29356451,9,2018
58299448,8,2018
29363746,11,2020
29353496,8,2019
29355447,7,2019
29437244,1,2019
29433743,6,2019
29352947,8,2020
29432876,8,2019
29432740,9,2020
29356445,9,2020
29437375,6,2019
58299737,8,2019
29355445,7,2019
29437374,3,2018
29433733,8,2020
29349443,10,2018
29437367,3,2020
29437227,4,2019
89461434,4,2018
29437366,3,2020
29433727,5,2020
64482430,1,2021
29432726,8,2018
29358429,5,2020
64603928,4,2020
29437216,8,2018
29353426,4,2018
29435855,2,2018
29432716,8,2019
29349426,10,2018
29437214,5,2018
58303994,3,2018
58299713,3,2020
29435845,8,2019
29355922,4,2020
58299711,8,2020
29433845,8,2019
29352920,5,2019
29437211,11,2018
58302844,5,2020
29356413,6,2018
29432702,6,2018
29432701,2,2018
29353495,5,2020
29433491,12,2019
29438187,11,2020
29432831,8,2020
29353902,10,2018
29435828,7,2020
58299679,8,2020
58303827,5,2019
29355488,12,2019
29438175,6,2019
58299669,3,2018
241929891,9,2018
29437431,12,2020
58299666,2,2019
29432818,4,2019
29353390,8,2020
29432309,5,2019
111972888,10,2020
29435808,5,2019
29432642,8,2019
58304804,2,2020
29432295,9,2019
29438138,7,2020
58303785,3,2019
29432637,6,2019
62605135,9,2018
29432284,5,2019
29349467,9,2020
29438124,4,2019
70331967,2,2019
58303783,4,2018
29432116,6,2019
29352985,12,2020
29353379,7,2018
29438113,7,2019
29356377,7,2019
29432283,8,2018
29351376,10,2019
29432650,11,2018
29349375,9,2019
58299592,12,2019
29349874,5,2019
58299590,11,2019
70331968,9,2019
29435765,4,2020
29438086,5,2019
29353860,10,2018
29432262,1,2018
29353857,7,2020
58299585,12,2019
29434259,6,2020
29356469,1,2019
58299082,11,2018
29432259,11,2020
29353853,7,2020
58299072,5,2019
29438067,11,2020
29356347,2,2019
29438047,3,2020
29434250,8,2019
58299044,7,2019
58299543,2,2018
63834832,12,2018
29434244,3,2019
58299030,12,2018
29353832,7,2020
29434243,12,2019
58299025,11,2020
29435738,8,2019
29434235,2,2018
29353323,7,2020
29353319,12,2018
29434234,6,2020
29355818,5,2018
29434227,11,2018
29349817,8,2019
29358814,4,2019
29353312,8,2018
29353810,3,2018
29355809,9,2019
29349809,3,2019
29353306,4,2020
29358805,7,2020
29434210,10,2018
29353802,10,2020
29435701,8,2019
29355789,10,2019
29433990,7,2020
29355788,2,2020
29437489,1,2018
29349788,8,2019
29436188,1,2019
29353285,9,2020
29355783,7,2020
29353279,5,2020
29432186,11,2019
29351279,8,2018
29432183,4,2019
29353278,6,2018
29358777,5,2019
58304177,6,2018
29349775,5,2019
29434174,7,2018
29353270,2,2019
29351270,3,2020
29433674,11,2018
29349769,8,2018
29433667,10,2020
29358768,10,2018
58304166,10,2019
29358767,8,2018
29353764,4,2020
119630659,12,2019
29433152,9,2018
29434149,4,2019
58304148,1,2020
29434145,10,2020
58299471,4,2018
29434218,12,2020
29349760,2,2020
29432143,1,2019
29358757,8,2018
29431995,11,2019
58304141,10,2019
145656132,7,2020
121655484,6,2019
29431141,9,2020
29469631,4,2020
29433137,12,2018
29353257,3,2018
70342129,3,2019
29434126,5,2018
29351257,12,2018
29353256,5,2020
145656127,7,2020
58304125,6,2020
29351252,11,2020
70342126,5,2019
29434125,10,2020
29351248,8,2019
58311626,6,2020
64868747,2,2020
145656125,2,2018
29433123,8,2020
29470125,6,2020
58304121,7,2020
29353243,1,2021
29349476,1,2018
58311623,3,2018
29351243,3,2018
29434106,8,2018
29437484,12,2019
29349482,7,2020
241930622,7,2020
29350239,12,2018
80097207,3,2018
29433652,6,2019
58304090,6,2019
29351234,9,2019
89546621,7,2018
83829201,8,2018
241933117,11,2020
29432981,7,2020
29470113,5,2019
29436079,4,2020
83830191,2,2019
29351228,9,2019
120897717,9,2018
29350219,6,2020
29516715,11,2019
29437569,3,2020
29351717,8,2018
58304058,9,2018
89546182,7,2019
29436057,8,2018
29516712,10,2020
241933108,8,2019
29351216,7,2018
80103668,4,2019
29433551,11,2020
29351713,3,2020
