zpid,streetAddress,latestPrice
29395244,5112 Provencial Dr,295000
70352245,7600 Lazy River Cv,970000
83832236,13301 Country Trails Ln,650000
58298858,6311 Lakewood Holw,510000
124720093,5012 Bonneville Bnd,410000
125330933,266 Emma Loop,440000
29370379,10600 Tweedsmuir Dr,614990
80095730,15206 Bullace St,212500
29358857,6306 Big Cat Cv,435000
29361735,3302 Blue Jay Ln,5500
64434238,5916 Pinon Vista Dr,198900
145655592,7012 Cardinal Bloom Loop,415000
83124833,12212 Palisades Pkwy,590000
70352240,7309 Turnbuoy Dr,998900
2084748878,7807 Ryans Way,590000
29363350,7811 Moonflower Dr,445000
64632734,1305 Merlene Dr,459900
29395234,6106 Provencial Cv,250000
89825703,8905 Sandust Way,699000
125230931,162 Firefall Ln,508900
70323829,9109 Spinning Leaf Cv,1100000
29363349,7809 Moonflower Dr,535000
29354234,1900 Big Horn Dr,699000
111371731,9216 China Rose Dr,209900
29344738,6010 Long Champ Ct APT 104,400000
88020731,11105 Los Comancheros Rd,260000
2083228723,4513 Truth Way,204900
29372878,10310 Holme Lacey Ln,699950
83822733,12025 Montclair Bnd,242023
124719589,5008 Bonneville Bnd,369000
70352237,7416 Turnbuoy Dr,950000
111372723,5804 Knoll Pines Pass,198500
121722729,14216 Tyburn Trl,599900
29390723,12401 Jarrod Lee Cv,620000
2090710344,7301 Preserve View Run,499000
111965924,145 Turks Cap Pass,389000
120895826,12333 Labrador Bay Ct,699000
58300374,10741 Bramblecrest Dr,675000
83831720,8708 Southwick Dr,230000
29554229,12509 Split Rail Pkwy,299900
29361730,3400 Blue Jay Ln,349000
29351336,5802 Harrington Cv,485000
2120767423,591 Wild Rose Dr,465000
29376374,11010 Crossland Dr,450000
243336223,12117 Wickline Way,345000
70352228,7001 Greenshores Dr,822500
114406373,12100 Terraza Cir #TOWNHOUSE 26,357000
29336824,10036 Circleview Dr,669000
29469515,6304 Us Highway 183 S,255000
89663718,14112 Canyon Trl,399000
111372213,9408 Southwick Dr,319000
58300371,10727 Bramblecrest Dr,521000
29363331,8125 Vailview Cv,824900
29344726,4104 Belmont Park Dr,1140000
251036578,8213 Bestride Bnd,409900
83124823,12116 Azure Shores Ct,675000
88016214,11213 Crazy Well Dr,214900
29351824,5616 N Scout Island Cir,875000
29342225,2913 Waterbank Cv,1488000
64698200,5900 Pinon Vista Dr,220000
83817227,12717 Belcara Pl,433500
29554214,12503 Burlywood Trl,400000
29334589,2105 Wimberly Ln,1125000
58301197,8405 Riverstone Dr,185300
145657207,4529 Cleto St,209900
111965420,409 Wild Rose Dr,412990
89459969,7305 Aemilian Way,1349000
80101727,600 Santaluz Path,799900
29363323,8005 Bottlebrush Dr,375000
89657213,14220 Canyon Trl,329000
145656704,4614 Belfield Ln,196900
29336820,10028 Circleview Dr,725000
28591920,16108 Crystal Hills Dr,975000
64482227,13920 Flat Top Ranch Rd,875000
29375867,9016 Mountain Lake Cir,1125000
58298822,6208 Turkey Holw,625000
2090138075,7804 Glover Dr,309285
125746319,2301 Saratoga Dr,758822
83829692,5913 Nelson Oaks Dr,265000
242020199,4602 Graceful Ln #510,202000
2088160918,1337 Grassy Field Rd,619900
29343473,5707 Carry Back Ln,788950
83826719,12604 Belcara Pl,440000
29368367,8500 Spicewood Mesa Cv,650000
119811212,11620 Faubian Ln,345000
29355996,6508 Cuesta Trl,719900
83826317,2321 Rivina Dr,700000
125234417,586 Emma Loop,594900
29375866,9018 Mountain Lake Cir,650000
83821706,12224 Montclair Bnd,525000
145655493,5400 Bonneville Bnd,287800
70348211,7101 Greenshores Dr,915000
29351820,5608 N Scout Island Cir,819500
119621415,12608 Padua Dr,925000
29343816,9824 Timber Ridge Pass,439850
64857865,10104 Chestnut Ridge Rd,599900
70352206,12937 Zen Gardens Way,1350000
29336816,10020 Circleview Dr,750000
89550915,7004 Mitra Dr,712500
80104819,8110 Ranch Road 2222 APT 83,639500
29374365,10901 Spicewood Pkwy,590000
249913071,7320 Van Ness St,400000
70352478,700 Lakewood Hills Ter,825000
29336815,10018 Circleview Dr,874500
243338197,10602 Turnbull Loop,360000
60135188,3906 Reeders Dr,204000
29370363,8405 Sweetness Ln,445000
124904977,12804 River Bnd,139990
83830318,10200 Milky Way,1499900
29342206,2911 Round Table Rd,879000
29343813,9830 Timber Ridge Pass,489000
80081913,190 Winecup Way,365000
83828998,9020 Southwick Dr,219997
89656195,11205 Old Quarry Rd,319900
2102202682,4620 Kind Way,187000
29550362,12003 Mossbrook Cv,635000
83124812,12101 Azure Shores Ct,895000
29342202,5802 Round Table Cv,630000
119629407,854 Wild Rose Dr,342000
70352477,704 Lakewood Hills Ter,800000
29344698,4246 Westlake Dr,850000
29334477,8207 Scenic Ridge Cv,1295000
29351312,5403 S Scout Island Cir,850000
80097164,5228 Bantom Woods Bnd,250000
70352696,12913 Little Dipper Path,574000
303836956,158 Short Bush Pass,560000
29588860,13413 Lois Ln,385000
58297811,1609 Acacia Bud Dr,997500
58298811,6912 Ridge Holw,439900
120088690,11700 Harpster Bnd,395000
122188902,370 Whispering Wind Way,459900
60138180,14300 Varrelman St,178000
29375859,9300 Spring Hollow Dr,449000
29336811,10019 Circleview Dr,679000
29342191,2803 Round Table Rd,975000
80101310,4312 Turkey Creek Dr,1890000
83829191,12316 Montclair Bnd,525000
241933065,7116 Sienna Rouge Path,345000
2083627357,7908 Ryans Way,505780
83124810,12109 Azure Shores Ct,1045000
96635187,13021 Hymeadow Cir,349900
29344687,3702 Needles Dr,998500
60135174,4001 Sojourner St,210010
29363309,8106 Pampas Cv,769900
111719175,11416 Running Brush Ln,350000
83124842,12216 Palisades Pkwy,710000
29375856,9202 Spring Hollow Dr,549900
111719174,11424 Running Brush Ln,400000
29370356,8517 Sweet Cherry Dr,625000
58297810,1608 Acacia Bud Dr,674900
83821658,8908 Southwick Dr,169800
29363305,8101 Pampas Cv,575000
241933063,7100 Sienna Rouge Path,385000
121724673,11000 Leland Rich Ct,624900
89549186,325 Palo Alto Way,499000
29342183,2914 Round Table Rd,750000
29346810,2101 Cochise Trl,322500
83823656,8916 China Rose Dr,235000
29372855,10407 Pickfair Dr,550000
29363376,7808 Moonflower Dr,475000
60138171,4107 Louise Lee Dr,249000
29343809,9807 Lake Ridge Dr,829000
125232898,136 Welshpool Ct,615000
89546185,301 Palo Alto Way,374000
111373149,9321 Southwick Dr,259000
58298795,6515 Twin Creek Holw,550000
29368353,8408 Horse Mountain Cv,1150000
96587820,602 Big Meadow Rd,450000
29344674,4004 Belmont Park Dr,839000
29336809,10023 Circleview Dr,750000
96642672,13020 Hymeadow Cir,399000
29351295,5718 Sam Houston Cir,399900
60135169,3908 Sojourner St,198700
125915673,2600 Arion Cir,1199000
29336807,10027 Circleview Dr,775000
145658850,7016 Cardinal Bloom Loop,450000
306647642,6217 Florencia Ln,455900
60135161,4104 Sojourner St,189500
29566850,11210 Salt Cedar Trl,299750
29343802,203 N Lake Hills Dr,285000
63834670,7113 Barefoot Cv,1089500
83817142,9008 Southwick Dr,249000
119621889,1791 Cool Spring Way,539900
2089111155,6301 Diamondleaf Bnd,194990
58298794,6519 Twin Creek Holw,499500
89549801,10449 Jennys Jump Dr,1375000
120772669,13716 Loleta Way,360000
83824373,13512 Coleto Creek Trl,750000
111962388,409 Blazing Star Dr,589000
60138154,4009 Reeders Dr,206900
29374411,10803 Bonaparte Bnd,499000
241933053,7021 Sienna Rouge Path,312000
29356288,9309 Leaning Rock Cir,1199000
120772665,13914 Turkey Hollow Trl,330000
80077386,169 Enchanted Cv,499996
64812633,5616 Toscana Ave,294000
83813675,216 El Socorro Ln,350000
83828801,1405 University Club Dr,1075000
241933052,7101 Sienna Rouge Path,299000
63834666,3721 Pappys Way,1475000
88021164,11221 Fletcher Hall Ln,259900
243293382,362 Katie Dr,517000
70352673,12812 Ursa Major Path,535000
29363284,8113 Vailview Cv,749900
70326632,5321 Sendero Hills Pkwy,323000
58300345,10613 Chestnut Ridge Rd,419900
121657157,2612 Arion Cir,1400000
121723161,14209 Williamsport St,535000
70324280,5618 Parade Rdg,549000
243292382,402 Delayne Dr,1380000
83815370,5905 Chantsong Ct,214990
60138151,4001 Reeders Dr,210000
29351779,5804 Back Ct,315900
29374345,11005 Spicewood Pkwy,549000
83818169,13513 Country Trails Ln,765000
241931382,12616 Ondara Dr,444900
80105149,15217 Wideleaf Cv,199900
29336798,10064 Circleview Dr,675000
29343476,5800 Buckpasser Cv,900000
2085531276,4501 Court Of St James,1350000
88018155,11013 Los Comancheros Rd,345000
29372345,10800 Scotland Well Dr,497500
251035046,8309 Bestride Bnd,421161
119628882,648 Big Meadow Rd,492900
89548796,224 Horseback Holw,570000
111372118,9429 Southwick Dr,238500
69812646,15114 Sabal Palm Rd,210099
249889651,5807 Buckpasser Cv,949000
29363276,8035 Bottlebrush Dr,514950
83830666,2204 Bloomfield Hills Pass,620000
124719545,5309 Ingersoll Ln,299900
60138138,3706 Sojourner St,175000
83829118,5129 Park At Woodlands Dr,140000
89658646,11205 Mckinney Springs Dr,304900
83830146,7101 Bowditch Dr,1000000
80084882,276 Clear Pond Cv,562000
29368345,8407 Horse Mountain Cv,690000
29351768,5900 Cartwright Cv,699000
70352657,12725 Capella Trl,415000
83824117,8921 Southwick Dr,230000
83830640,2801 Pearce Rd,2750000
29375843,9305 Cedar Crest Dr,825000
121720638,11013 Steelton Cv,490000
29346792,1604 Miami Dr,275000
111962880,1093 Grassy Field Rd,485000
58298766,7310 Cave Holw,499700
29390614,4508 Nixon Ln,199000
124843624,Kind Way,170000
29344640,4105 Triple Crown,750000
29374343,10806 Spicewood Pkwy,560000
83817288,1833 Carlotta Ln,1195000
96632633,13008 Hymeadow Cir,374000
111372610,9425 Southwick Dr,249900
29351764,5608 Courtyard Cv,600000
29344625,5811 Kentucky Derby,850000
29375841,11811 Brookwood Rd,750000
63357118,15103 Nuttall Dr,194500
64760786,1014 Ogden Dr,674990
29363263,7907 Goldenrod Cv,675000
58298151,711 River Rd,3249500
29374341,10810 Spicewood Pkwy,575000
241933036,7113 Cherry Beam Path,400000
70344611,15100 Mimebark Way,142136
29355995,6600 Cuesta Trl,899900
145656536,5400 Daimler Dr,255000
29368341,9904 Kabar Trl,719900
79980150,12919 Perryton Dr,1850000
29346617,7211 Oak Shores Dr,995000
89547475,1302 Canyon Edge Dr,715000
70344601,15206 Mimebark Way,189000
88026632,11317 Dodge Cattle Dr,307500
83821607,5608 Nelson Oaks Dr,215000
58298762,7320 Cave Holw,230000
145655490,5301 Gooding Dr,312000
29346478,1744 Channel Rd,3499000
29376486,10607 Beckwood Dr,266800
58298150,801 River Rd,1500000
145658599,4502 Inicio Ln,178000
120900784,12201 Labrador Bay Ct,595000
241931375,12509 Javea Dr,599900
111373603,9421 Southwick Dr,239900
241933033,7104 Brick Slope Path,399900
29351759,5601 Courtyard Cv,450000
29376340,10634 Glass Mountain Trl,830000
125918097,710 Hatton Hill Ln,262000
94641643,3003 Brass Buttons Trl,850000
29370338,10607 Saber Creek Cv,479500
29343783,9900 Cerro Alto Cv,475000
70326602,5344 Sendero Hills Pkwy,339000
70324757,6734 Cuesta Trl,1179000
29346606,3509 Robbins Rd,2995000
29459997,14307 Vandever St,205000
80076874,147 Daisy Path,500000
121722127,10901 Wynnewood St,400000
58300337,10700 Chestnut Ridge Rd,550000
251035529,8100 Donnelley Dr,449900
80076872,250 Mountain Laurel Way,389000
29346603,3501 Beartree Cir,798000
88026125,11400 Fletcher Hall Ln,379000
145652601,5821 Knoll Pines Pass,219000
124839587,13200 Breve Cv,195000
29356252,8115 Two Coves Dr,1099000
251028524,12516 Javea Dr,660000
29566837,12302 Eagle Rock Cv,340000
88016124,11120 Crazy Well Dr,355000
64622273,1004 Ottawa Dr,799000
83819142,12725 Belcara Pl,479900
29372336,11004 Scotland Well Dr,624999
29344597,4320 Shadow Oak Ln,529000
111371135,304 Summer Alcove Way,839000
29336773,2112 Cliffs Edge Dr,865000
111970996,13921 Turkey Hollow Trl,339900
251034526,8000 Gilwice Ln,421635
124838251,10907 Hidden Caves Way,499900
70344587,15201 Sabal Palm Rd,194900
2078422772,1800 N River Hills Rd,895000
29344594,4323 Shadow Oak Ln,1134000
70326592,5408 Sendero Hills Pkwy,395000
145656025,8008 Annalise Dr,335000
70344584,15111 Sabal Palm Rd,167500
70352630,1508 Australis Cv,589000
29343489,5710 Carry Back Ln,1139000
83813088,8913 Southwick Dr,223000
70344583,15109 Sabal Palm Rd,220000
145657523,8021 Izetta Ln,267500
88022108,14605 Springs Edge Dr,295000
29350246,5709 Sam Houston Cir,1995000
29346771,1602 Lipan Trl,795000
125903592,2508 Ionian Cv,1130000
70352622,13304 Bright Sky Overlook,700000
29377332,9904 Liriope Cv,675000
83833584,5405 Park At Woodlands Dr,239900
29346588,4110 Bunny Run APT 6,899000
29377331,9900 Liriope Cv,500000
29356245,8017 Long Canyon Dr,879900
241933019,7229 Brick Slope Path,415000
125806578,15105 Verela Dr,224999
29344587,4301 Shadow Oak Ln,1475000
64872828,10013 Barbrook Dr,445000
80092865,12412 Alcanza Dr,769000
2080873074,4615 Truth Way,190000
70326582,5413 Agatha Cir,445000
29350245,5707 Sam Houston Cir,859000
124720518,5309 Gooding Dr,292076
70344565,5800 Vasey,199000
29372826,10502 Plumewood Dr,599000
80075865,245 Saddleback Rd,414900
29351495,5608 Wolf Ct,429900
29345264,716 N Commons Ford Rd,1050000
70344560,5810 Vasey,205000
70326578,5357 Agatha Cir,369900
29372825,10504 Plumewood Dr,465000
28593363,13210 Fieldstone Loop,625000
96634093,13012 Hymeadow Cir,350000
29347495,8909 Glenlake Dr,895000
83821258,11809 Palisades Pkwy,850000
121655053,15208 Verela Dr,195000
29372821,10600 Plumewood Dr,559000
243292362,322 Delayne Dr,1449000
29361232,7406 Rockberry Cv,555000
29346757,2101 Casa Grande Dr,600000
2082574040,6100 Diamondleaf Bnd,240000
111371572,9209 Southwick Dr,185295
29356731,9609 Woody Ridge Vw,895000
96637819,13608 Hymeadow Cir,399000
29343756,400 Eagle Lookout Dr,895000
2142506230,4320 House Of York #6,1595000
119622361,204 Honey Bee Ln,689900
80093540,6002 Vasey,192000
64517755,1000 Ogden Dr,599000
88016575,15416 Staked Plains Loop,429000
29375817,11800 Brookwood Rd,570000
64884229,8000 Two Coves Dr,975000
122187425,260 Sand Hills Ln,525000
70352621,13300 Bright Sky Overlook,715000
29336753,2301 Cliffs Edge Dr,1125000
29372817,9804 Tree Bend Dr,929900
70326563,5308 Agatha Cir,415000
29345252,1011 Lipan Trl,849900
83826619,317 Calistoga Ct,500000
2083758560,6100 Florencia Ln,461900
83831530,4605 Best Way,188000
29346751,1804 Tonto Ln,425000
119897068,11512 Harpster Bnd,365000
29370316,8530 Sweet Cherry Dr,689900
70344529,15313 Mimebark Way,140000
29343737,901 El Viejo Camino,219000
70992052,11720 Springs Head Loop,359500
241931358,7100 Calpe Dr,589000
241933017,7228 Brick Slope Path,320000
29366816,9903 Kabar Trl,672000
121424443,10109 Southview Hills Cv,253900
29356726,9801 Drip Rock Ln,529900
29343735,809 El Viejo Camino,565000
111373038,9521 China Rose Dr,288000
58300314,10500 Canyon Vista Way,569000
111960857,1076 Grassy Field Rd,495000
241931617,1724 Morning Moon Cir,755000
70356027,703 Yabers Ct,205000
67011042,11300 Shallow Water Rd,339900
29336735,10077 Circleview Dr,799000
29554314,12328 Deerbrook Trl,337000
2146313225,5807 City Park Rd,699000
80098038,5208 English Glade Dr,249900
251034511,7713 Bestride Bnd,444297
70356026,15217 Parrish Ln,200000
119632356,1154 Grassy Field Rd,578400
29343573,2503 Manana St,1300000
241933009,7213 Cherry Beam Path,400000
80103476,716 Santaluz Path,895000
29334733,3106 Barton Point Dr,800000
58298722,6105 Waldon Holw,495000
70326532,5605 Agatha Cir,349500
84139856,251 Country Creek Rd,515000
241931613,1620 Morning Moon Cir,800000
120898730,12120 Labrador Bay Ct,675000
241933006,7232 Cherry Beam Path,415000
29346568,6702 Bridge Hill Cv,950000
29370314,8522 Sweet Cherry Dr,700000
83823613,12617 Belcara Pl,348000
79981108,12312 Sundara Dr,640000
29345230,1001 Village West Dr,949900
29337999,2005 Lakeshore Dr,1300000
120767540,13820 Loleta Way,310000
2090533813,9209 Bayshore Bnd,547000
70326530,5537 Agatha Cir,400000
80102333,15217 Bullace St,70000
28594352,17109 Whitetail Run,559000
80087613,12909 Tierra Grande Trl,395000
29343373,6102 Gun Bow Ct,699000
119615718,7517 Colina Vista Loop #B,415000
111972040,11218 Wyola Bnd,315000
70326528,5525 Agatha Cir,382000
29336725,10090 Circleview Dr,760000
89410351,314 Open Sky Rd,509000
67011039,14809 Mistletoe Heights Dr,335000
70326524,5509 Agatha Cir,364979
29460013,4213 Galbraith Cv,175000
124838217,10913 Hidden Caves Way,500000
88016036,14708 Springs Edge Dr,345000
70356011,600 Silver Wing Dr,110800
83825022,9005 Southwick Dr,215000
2090493348,252 Wild Rose Dr,450000
29356711,5000 China Garden Dr,649900
29374813,10616 Icarus Ct,429999
116081034,14400 Laurinburg Dr,645000
29397022,5640 Pinon Vista Dr,182000
121656209,7313 Bandera Ranch Trl #B,365000
29343563,2604 Pearce Rd,789900
251030010,15212 Shell Bark Cv,235000
111371605,545 Summer Alcove Way,690000
29549312,13516 Caldwell Dr,399000
80104224,811 Presa Arriba Rd,529900
243334033,11913 Harpster Bnd,362500
70326521,7300 Annette Cv,345000
70356010,601 Red Tails Dr,125595
29356708,5012 China Garden Dr,315900
29344967,9301 Winchester Rd,569000
70326518,7312 Annette Cv,415000
29341560,700 N Weston Ln,1799000
64661010,4108 Sojourner St,81000
70352605,12917 Bright Sky Overlook,775000
2090915506,5812 Toscana Ave,439900
70992030,11821 Springs Head Loop,350000
29375811,11900 Brookwood Rd,725000
29345221,904 Valley View Dr,464800
70344008,15107 Mimebark Way,202500
70352603,12925 Bright Sky Overlook,650000
80078343,131 Blazing Star Dr,644900
116081028,14504 Laurinburg Dr,616900
29356706,5024 China Garden Dr,580000
70352473,724 Lakewood Hills Ter,839000
29334721,3109 Barton Point Dr,799000
58300332,10687 Bramblecrest Dr,450000
111371004,5713 Knoll Pines Pass,224900
89545601,12613 Belcara Pl,375000
29345219,10107 Devereux Dr,414000
29356195,9101 Bell Mountain Dr,1290000
116081026,10405 Nicolet Way,699900
29361193,7107 Foxtree Cv,925000
29346714,2105 Saratoga Dr,205000
121723404,11000 Steelton Cv,599900
2081332192,10908 Cut Plains Loop,550000
29372481,9110 Scotsman Dr,640000
28605498,13743 Nutty Brown Rd,339000
29364192,8100 Amelia Cv,640000
29343707,1107 Canyon Edge Dr,450000
29343536,2707 Rivercrest Dr,1100000
89658522,11205 Persimmon Gap Dr,360000
119626834,1719 Cool Spring Way,509900
29372308,11003 Arch Ter,435000
29343531,2804 Rivercrest Dr,3395000
29359192,5304 Ankara Ct,259900
70348206,1609 Milagro Dr,717500
89415334,1732 Grassy Field Rd,455000
70992022,11717 Springs Head Loop,328000
29370308,10704 Bay Laurel Trl,800000
70352592,13113 Bright Sky Overlook,685000
29338030,1887 Westlake Dr,2950000
29359191,5308 Ankara Ct,459900
125740702,1904 Lipan Trl,814999
83814085,12629 Monterey Path,515000
29344965,9401 Winchester Rd,600000
114406027,7308 Aemilian Way,900000
64638190,4109 Prince Andrew Ln,1199000
111966154,111 Raindance Cv,475000
29375805,9105 Balcones Club Dr,520000
125822584,1205 River Ridge Dr,699990
29345202,10200 Aqua Verde Ct,495000
125230829,115 Sand Hills Ln,575000
29374805,10637 Bramblecrest Dr,499999
70352584,13225 Bright Sky Overlook,625000
29359190,5312 Ankara Ct,599900
29343518,3108 Riva Ridge Rd,1250000
29346698,9604 Saugus Ln,1115000
80075328,140 Daisy Path,525000
29366803,9910 Spicewood Mesa,729900
70352582,13233 Bright Sky Overlook,729500
83833016,5613 Clarion Cv,1397000
29376300,10415 Weller Dr,432900
84077570,13525 Coleto Creek Trl,925000
121655186,6707 W Courtyard Dr,1975000
29348697,2405 Yosemite Dr,435000
80091570,3100 Rippling Creek Ct,767500
2081425326,1385 Grassy Field Rd,631000
29364185,8128 Amelia Cv,885000
121724693,14020 Tyburn Trl,498500
124718799,11905 Terraza Cir #TOWNHOUSE 43,369900
29343505,4228 Westlake Dr,789000
29346695,2004 N Cuernavaca Dr,550000
145652568,1613 Morning Moon Cir,680000
29364184,8132 Amelia Cv,595000
64441799,9602 Folkstone Cv,714900
29343504,3701 Moon Lark Ct,850000
29356684,9852 Big View Dr,739900
28594322,7902 Agarita Dr,390000
83817557,12537 Belcara Pl,409000
111966820,131 Turks Cap Pass,375000
29361183,7211 Foxtree Cv,767000
29336692,9271 Scenic Bluff Dr,820000
29376295,11203 Taterwood Dr,385000
80075314,345 Winecup Way,419000
58298682,6401 Cascada Dr,550000
