zpid,yearBuilt,homeAge_years,livingAreaSqFt,numOfBedrooms,numOfBathrooms
29407209,1956,65,968,3,1.0
29400209,1967,54,1534,3,2.0
29407207,1957,64,1776,4,2.0
29408206,1964,57,1475,3,3.0
29405705,1957,64,1900,4,2.0
29405703,1958,63,1968,3,2.0
29402203,1971,50,1372,3,2.0
29408702,1970,51,2244,4,3.0
29398700,1965,56,944,3,1.0
29408699,1965,56,1341,3,2.0
29398698,1965,56,2006,4,2.0
29400989,1966,55,2020,4,3.0
29405697,1957,64,2187,4,3.0
29404197,1952,69,1486,3,2.0
29398697,1965,56,1253,3,2.0
29408488,1961,60,962,3,1.0
29410196,1969,52,1594,3,2.0
29408195,1960,61,1242,3,2.0
29407194,1985,36,1205,2,3.0
29408693,1964,57,1330,3,2.0
29408692,1964,57,2074,3,2.0
29410190,1969,52,2184,4,3.0
29411188,1967,54,1895,4,2.0
29411186,1967,54,2106,4,3.0
29402685,1972,49,1481,3,2.0
29408340,1964,57,1850,4,4.0
29398684,1967,54,1307,3,2.0
29398683,1966,55,1409,3,2.0
29410181,1968,53,1954,4,2.0
29404178,1964,57,2149,4,2.0
29402677,1972,49,1415,3,2.0
29398676,1967,54,1445,4,2.0
29405675,1960,61,1334,3,2.0
29398675,1966,55,1347,3,2.0
29408673,1964,57,1664,3,3.0
29407486,1966,55,2210,4,3.0
29408172,1962,59,1311,3,2.0
29404169,1963,58,1700,3,3.0
29400169,1962,59,1153,3,2.0
29398669,1965,56,1786,3,2.0
29408668,1964,57,1237,3,2.0
29411167,1968,53,1814,4,2.0
29404166,1963,58,1464,3,2.0
29407165,1956,65,1354,3,2.0
29404163,1963,58,2000,3,2.0
29400163,1959,62,1417,3,2.0
29408165,1957,64,1676,3,2.0
251029662,1965,56,1002,2,2.0
29410162,1969,52,2017,3,2.0
29410161,1969,52,1882,4,2.0
29404161,1964,57,2000,4,2.0
29400161,1959,62,1156,3,2.0
29405660,1957,64,1859,3,2.0
29408155,1960,61,1342,3,2.0
29408654,1963,58,2149,4,3.0
29404154,1966,55,1670,4,2.0
29400154,1970,51,1540,3,2.0
29398653,1965,56,1272,3,2.0
29408652,1966,55,1206,3,2.0
29402652,1970,51,1658,3,2.0
29405650,1956,65,1300,3,2.0
29398649,1966,55,1273,2,2.0
29398648,1967,54,1559,4,2.0
29411146,1968,53,1752,4,2.0
29411145,1967,54,2225,3,2.0
29402645,1969,52,1508,3,2.0
29408143,1959,62,1442,4,2.0
29410142,1968,53,1752,3,2.5
29408440,1968,53,1665,3,2.0
29410141,1970,51,2286,4,3.0
29410146,1969,52,1932,4,3.0
29410139,1970,51,1922,3,2.0
29410136,1970,51,1702,3,2.0
29402135,1959,62,1440,3,2.0
29411132,1968,53,1715,4,3.0
29404132,1961,60,1420,3,2.0
29402131,1961,60,1431,3,2.0
29408128,1958,63,1698,3,2.0
29398628,1963,58,1636,4,3.0
29408626,1962,59,986,3,1.0
29402625,1966,55,1457,3,2.0
29404123,1961,60,1735,3,2.0
29410984,1965,56,1590,3,2.0
29402121,1960,61,1494,3,2.0
29398621,1965,56,1731,3,2.0
29411120,1967,54,2715,4,3.0
29400118,1962,59,1372,3,1.0
29411117,1967,54,2040,3,2.0
29408617,1964,57,1815,4,2.0
29408113,1956,65,1227,3,2.0
29404484,1966,55,2336,4,2.0
29398609,1963,58,1188,3,2.0
29404108,1964,57,1560,3,2.0
29402606,1971,50,3808,0,0.0
29399984,1960,61,939,3,1.0
29400983,1967,54,1577,3,2.0
29409982,1959,62,1318,3,2.0
29404103,1965,56,1659,3,2.0
29404101,1964,57,1654,3,2.0
29400100,1956,65,1525,3,2.0
29404099,1962,59,1801,4,3.0
29410098,1969,52,1837,3,2.0
29411097,1968,53,1541,4,2.0
29410097,1969,52,2100,4,3.0
29398597,1966,55,1514,3,2.0
29404096,1963,58,1229,3,2.0
29400095,1956,65,2065,4,3.0
29400135,1962,59,1206,3,2.0
29408591,1966,55,2430,4,3.0
29408589,1966,55,1664,3,3.0
29404089,1963,58,1596,3,2.0
29408088,1958,63,888,2,1.0
29404087,1968,53,1611,3,2.0
29410085,1969,52,2016,4,3.0
29398584,1966,55,2031,5,3.0
29400152,1961,60,1397,3,2.0
29410078,1964,57,1516,4,2.0
29404078,1963,58,800,2,1.0
29410074,1968,53,1519,3,2.0
29398574,1966,55,2061,4,2.0
29398573,1967,54,1373,3,2.0
29404072,1962,59,1776,4,2.0
29398572,1968,53,1381,3,2.0
29411071,1969,52,1772,3,2.0
29402569,1964,57,1304,3,2.0
29407568,1960,61,1144,3,2.0
29407567,1961,60,1164,3,1.0
29402565,1966,55,1497,3,2.0
68519564,1985,36,1205,2,3.0
29404064,1964,57,1600,3,2.0
305431063,2003,18,1450,4,3.0
29404062,1961,60,1450,3,2.0
69804561,1962,59,1364,3,2.0
29411059,1971,50,1694,3,1.7
29408558,1966,55,2055,4,3.0
29411057,1970,51,1985,4,3.0
29408557,1964,57,1889,3,2.0
29399782,1959,62,1029,3,1.0
29410055,1960,61,1217,3,2.0
29407554,1967,54,1387,3,2.0
29399980,2014,7,2002,3,2.5
29408552,1967,54,1448,4,2.0
29407549,1996,25,1078,3,2.0
29400049,1958,63,1158,3,1.0
29398546,1968,53,1359,3,2.0
29408045,1957,64,960,3,1.0
29407479,1961,60,1444,3,2.0
29407543,1995,26,1913,4,3.0
144255041,1971,50,2249,4,4.0
29408041,1956,65,1025,3,1.0
29408039,1957,64,1332,3,2.0
29402536,1962,59,1653,4,3.0
29407978,1969,52,800,1,1.0
29402533,1962,59,1580,3,2.0
29407532,1968,53,1402,4,2.0
29408031,1957,64,798,2,1.0
29399952,1959,62,1141,3,2.0
29407529,1967,54,1352,3,2.0
29400027,1959,62,1579,3,2.5
29401025,1985,36,1647,3,2.0
29400024,1958,63,933,3,1.0
29404023,1959,62,1372,3,2.0
29411022,1963,58,1945,3,2.0
29408522,1961,60,1056,3,2.0
29411021,1964,57,1677,3,2.0
29404112,1969,52,1645,3,2.0
29407518,1969,52,2144,4,3.0
29411016,1965,56,1811,4,2.0
29408515,1961,60,1350,4,2.0
29408015,1959,62,932,3,1.0
29407515,1967,54,1481,3,2.0
29401015,1984,37,1572,3,2.0
29400015,1958,63,1068,3,1.0
29405736,1959,62,1367,3,2.0
29408508,1964,57,1356,3,2.0
29404006,1965,56,1564,3,2.0
29400006,1961,60,1597,3,3.0
29408004,1956,65,1645,3,2.0
29404004,1963,58,3143,4,3.0
29400004,1963,58,1615,4,3.0
29408503,1962,59,1005,3,1.0
29402503,1954,67,1350,3,2.0
29398503,1959,62,1380,2,2.0
29404280,2002,19,1750,5,2.0
29407500,1967,54,2054,3,3.0
29400000,1959,62,1120,3,2.0
29419782,1979,42,1631,3,2.0
29414968,2020,1,1471,3,3.0
124719459,2014,7,1963,3,3.0
241931955,2016,5,1450,3,3.0
29419455,1959,62,960,3,1.0
29413455,1950,71,1376,3,2.0
29413453,1949,72,1248,2,1.0
29414451,1963,58,1829,3,2.0
29417449,1965,56,1378,3,2.0
29418947,1952,69,1105,3,1.0
29419446,1959,62,1375,4,3.0
29417445,1964,57,1127,3,2.0
29415444,1933,88,764,1,2.0
29418433,1965,56,1586,3,2.0
29414433,1967,54,1058,3,2.0
29414431,1967,54,1328,3,2.0
29416430,1954,67,1327,3,2.0
29411928,1951,70,1080,2,1.0
2077373426,2019,2,1034,2,3.0
125914926,2014,7,1338,3,3.0
29418426,1963,58,1854,4,4.0
29411926,1951,70,844,2,1.0
119623925,2007,14,1682,3,3.0
29414425,1968,53,1616,3,2.0
29418422,1963,58,1819,3,3.0
29414421,1964,57,1534,3,2.0
124838920,2015,6,1121,2,0.0
29411918,1951,70,1028,3,1.0
29411792,1953,68,1128,3,1.0
29418413,1963,58,1874,4,2.0
29418412,1963,58,1534,3,2.0
29414410,1968,53,1658,4,3.0
249911499,1952,69,1015,2,1.0
29417408,1959,62,1208,3,2.0
29413407,1954,67,1168,3,2.0
29415403,1978,43,1232,4,1.0
29413403,1954,67,1248,3,1.0
29417402,1956,65,1988,3,3.0
29417498,1958,63,1092,3,1.0
29410901,1953,68,1080,2,1.0
29415397,2000,21,1090,3,2.0
125929896,2016,5,1759,4,3.0
125805892,2014,7,1338,3,3.0
29411891,1954,67,1102,3,1.0
29411889,1952,69,1126,3,1.0
125806885,2014,7,1549,3,3.0
29415381,1962,59,1824,4,2.0
29419378,1960,61,2216,6,4.0
29417377,1964,57,1389,3,3.0
29417376,1963,58,1158,3,2.0
29415373,1962,59,1564,3,1.0
145652869,2014,7,908,2,2.0
29415368,1968,53,1282,3,1.0
29417365,1950,71,832,2,1.0
29411865,1952,69,1530,3,2.0
29417496,1976,45,1583,4,3.0
29417353,1951,70,992,2,1.0
124838852,2015,6,1284,3,3.0
125902851,2014,7,1408,3,3.0
29417351,1947,74,1376,2,2.0
29414990,1948,73,1080,3,1.0
29412490,1955,66,1301,3,1.0
94642844,1949,72,1220,3,2.0
29413488,1956,65,900,2,1.0
29415339,1962,59,1112,3,2.0
29415337,1962,59,1042,2,1.0
29417336,1948,73,720,2,1.0
125804485,2014,7,1338,3,3.0
29415332,1962,59,996,2,1.0
29413332,1952,69,1705,3,2.0
29411832,1951,70,2391,3,2.0
29413331,1952,69,1513,3,2.0
29411830,1951,70,1432,3,2.0
94642829,2009,12,1265,2,2.0
29411828,1952,69,1080,3,2.0
29419327,1962,59,1378,3,2.0
29413325,1962,59,1224,4,2.0
29413324,1961,60,2373,3,3.0
29419323,1955,66,945,2,1.0
29411819,1953,68,1196,3,1.0
29411814,1951,70,1040,3,1.0
29417313,1953,68,1827,4,2.0
2077925812,2020,1,1100,2,3.0
29415310,1966,55,1164,3,2.0
29417307,1955,66,1734,4,2.0
29419303,1965,56,720,2,1.0
29413301,1955,66,1040,2,1.0
29411799,1956,65,1114,3,2.0
124842294,2016,5,1658,3,4.0
29411793,2011,10,1641,3,2.0
29419277,1955,66,1228,4,1.0
29420775,1959,62,1696,3,2.0
29420769,1956,65,937,3,1.0
111969256,1948,73,1452,3,2.0
29415254,1958,63,2114,4,2.0
29413409,1954,67,1489,4,3.0
29420745,1955,66,2114,5,3.0
29409244,1952,69,722,2,1.0
29415342,1966,55,1690,5,3.0
29417243,1954,67,1264,3,2.0
145658742,2015,6,1162,2,3.0
29420742,1957,64,1728,4,2.0
145658739,2014,7,835,2,1.0
124838225,2014,7,1433,3,3.0
119628719,2013,8,1743,3,3.0
29413714,2015,6,1137,3,2.0
29417211,1952,69,932,2,1.0
29418210,2017,4,2387,4,3.0
29420706,1957,64,1202,3,2.0
29420703,1957,64,1394,3,2.0
29418203,1950,71,1150,3,1.0
29418194,1950,71,1915,3,2.0
29413693,2005,16,2485,5,3.0
29412688,1972,49,1200,4,2.0
125904686,2014,7,1408,3,3.0
29413686,1997,24,1314,3,2.0
29419183,2011,10,1750,4,2.0
241935674,2016,5,1775,3,3.0
29413668,1940,81,944,3,1.0
29415166,2016,5,1737,3,3.0
29416665,1963,58,956,3,1.0
29415164,1952,69,1084,2,1.0
29420658,1956,65,1515,3,2.0
29416658,1962,59,2068,4,2.0
29413658,1935,86,924,3,1.0
251032156,2017,4,1574,2,3.0
29416655,1966,55,1668,4,2.0
125915654,2014,7,1408,3,3.0
29420653,1956,65,1619,3,2.0
29419152,2018,3,3221,4,5.0
125890150,2014,7,1739,3,3.0
29420650,1960,61,1190,3,1.0
29417147,1949,72,1904,3,2.0
29417146,1948,73,981,2,1.5
29415143,1950,71,816,2,1.0
29412643,1940,81,900,2,1.0
241935636,2018,3,2060,3,3.0
29415135,1951,70,1185,2,1.0
29419134,2020,1,2415,5,4.0
29412634,1920,101,1100,3,2.0
29420633,1956,65,1003,3,1.0
29416632,1959,62,1873,3,2.0
29415131,1945,76,1443,2,2.0
29412629,1950,71,1372,3,2.0
64692625,2004,17,1429,3,2.0
29420618,1955,66,1664,3,2.0
29420617,1956,65,1661,3,2.0
29416616,1961,60,1296,3,2.0
241931115,2016,5,1698,3,3.0
29409232,1950,71,1604,3,3.0
29419115,2017,4,2565,4,3.0
124837612,2015,6,1416,3,3.0
29416612,1957,64,1043,3,2.0
29415110,1957,64,2335,3,3.0
29412609,1977,44,1612,4,2.0
29416606,1956,65,1299,3,2.0
119616100,2013,8,1739,3,3.0
29416593,1955,66,1440,3,2.0
2094101591,2017,4,1758,3,3.0
29412591,1972,49,1089,2,1.0
29413588,1940,81,864,3,1.0
2079419087,2020,1,1820,3,3.0
29416584,2020,1,2650,6,5.0
29417583,1964,57,1114,3,2.0
29413579,1953,68,834,2,1.0
29416578,1956,65,1431,3,2.0
29416577,1957,64,1318,4,2.0
29415077,1955,66,1470,3,2.0
29412482,1966,55,1420,3,2.0
29418945,1953,68,2127,4,3.0
29419406,1971,50,3382,8,4.0
29416569,1957,64,1365,3,2.0
29419065,1951,70,1078,2,2.0
29419061,1952,69,864,2,1.0
124840559,2015,6,1426,3,3.0
29413555,1983,38,1834,6,4.0
29416552,1947,74,864,0,0.0
29419550,1971,50,1494,3,2.0
29416657,1966,55,1336,3,2.0
29419048,2014,7,1803,3,2.0
29417545,1962,59,1096,3,1.0
29417541,1964,57,1461,3,2.0
29417539,1966,55,1352,4,2.0
29413537,1965,56,1268,3,1.0
125916951,2016,5,2136,3,3.0
29417536,1965,56,1680,3,2.0
29412536,1951,70,720,2,1.0
125792535,2015,6,1830,4,0.0
29416535,1959,62,952,2,1.0
29412535,1951,70,820,2,1.0
119626532,2013,8,1963,3,3.0
29415119,2008,13,1844,3,3.0
29412529,1951,70,876,2,1.0
29413528,1964,57,2197,4,2.0
241931973,2016,5,1498,3,3.0
125916026,2014,7,1498,3,3.0
29415026,1949,72,1824,3,2.0
29413525,1964,57,1834,3,3.0
124843524,2016,5,1591,3,4.0
29413523,1964,57,1468,4,2.0
29415016,1949,72,1842,3,2.0
29417514,1958,63,1269,3,2.0
29412523,1954,67,1610,0,0.0
29416512,2005,16,1505,3,2.0
29413510,1955,66,2285,5,3.0
29417507,1956,65,1056,3,2.0
145654471,2015,6,1284,3,3.0
29413506,1955,66,1325,3,3.0
29417505,1958,63,2042,3,2.0
29414505,1941,80,988,2,1.0
29415325,1962,59,1085,3,1.0
29415002,1951,70,1409,3,2.0
29419470,1959,62,914,3,1.0
29512178,1973,48,1184,3,2.0
29510071,1984,37,1949,4,4.0
70332641,2007,14,1945,3,3.0
70332640,2006,15,2185,3,2.0
89548865,2014,7,1975,3,3.0
29510134,1984,37,1940,3,2.0
70332625,2008,13,2350,3,3.0
29511357,1952,69,1586,3,2.0
29509857,1984,37,1753,3,2.0
119627493,2013,8,2276,3,3.0
29509856,1984,37,2008,3,2.0
60138993,2002,19,2834,3,3.0
64484620,2004,17,2310,3,3.0
29509853,1983,38,1689,3,2.0
29514488,1998,23,1646,3,2.0
29510117,1993,28,2160,4,3.0
58317423,2001,20,2233,3,2.5
29509840,1983,38,1591,3,2.0
29510110,1984,37,2279,4,4.0
70335421,2005,16,1123,2,2.0
114405838,2011,10,1346,3,2.0
64452104,2004,17,2310,3,3.0
89545831,2016,5,2072,3,3.0
70335417,2006,15,1745,3,3.0
64861086,2004,17,1826,3,2.0
110538825,2010,11,1610,3,3.0
60135574,2002,19,1945,3,3.0
29509823,1983,38,1585,2,2.0
58317413,2001,20,3482,4,3.0
89551321,2013,8,1895,3,3.0
64747407,2003,18,1507,3,3.0
60135570,2002,19,1856,3,2.0
2129758320,2007,14,1438,3,2.5
83821403,2003,18,1905,3,3.0
29509819,1976,45,2758,5,3.0
29510064,1985,36,754,2,1.0
89545902,2008,13,1580,3,3.0
29506788,1983,38,1533,3,2.0
70332563,2007,14,3217,5,3.0
58317402,2001,20,2409,3,2.5
70332558,2007,14,2310,4,3.0
70335400,2006,15,1458,3,2.0
120897265,2012,9,1909,3,3.0
70332555,2007,14,2023,4,3.0
62608399,2002,19,1487,3,2.0
89545765,2011,10,1919,3,3.0
89545898,2008,13,1506,3,2.0
89552260,2012,9,1875,3,3.0
29510047,1984,37,932,2,2.0
83126490,2008,13,2166,4,3.0
58317386,2000,21,3500,4,3.0
89549754,2012,9,1795,3,3.0
70332543,2005,16,2443,3,3.0
70335380,2006,15,1346,3,2.0
70332540,2005,16,1873,4,2.0
89549933,2008,13,1474,3,3.0
62608377,2002,19,1422,3,3.0
29506742,1968,53,1887,4,2.0
29510039,1984,37,1245,3,2.0
62608376,2002,19,1745,3,3.0
110538874,2011,10,1590,3,3.0
29514345,1998,23,1305,3,2.0
89549217,2012,9,1801,3,3.0
29510036,1984,37,848,2,1.0
58317374,2000,21,2135,4,2.0
89546217,2013,8,1944,3,3.0
29510032,1984,37,2110,0,0.0
89549711,2012,9,1980,3,3.0
62608372,2002,19,2026,3,3.0
64543077,2003,18,2823,4,3.0
89550710,2012,9,1975,3,3.0
70332524,2005,16,2023,4,3.0
119616859,2013,8,2276,4,0.0
110538838,2010,11,2136,3,3.0
29509706,1983,38,1612,3,2.0
70335354,2006,15,1909,3,3.0
70335352,2006,15,1707,3,3.0
94643202,2010,11,1591,3,3.0
29509701,1983,38,2126,4,2.0
70332520,2008,13,2565,3,3.0
2078945325,2008,13,2163,3,3.0
64642019,2004,17,2168,3,3.0
119619848,2013,8,2326,4,3.0
80093848,2007,14,1590,3,3.0
70332518,2008,13,2443,4,3.0
94643192,2012,9,1590,3,3.0
89549813,2008,13,2163,3,3.0
62576847,2002,19,1422,3,3.0
64639018,2003,18,2823,4,3.0
58317308,2000,21,1590,3,3.0
89550188,2012,9,1975,3,3.0
70332517,2006,15,2251,4,3.0
29514304,1998,23,1439,3,3.0
29510017,1985,36,1214,3,2.0
29514302,1998,23,1422,3,3.0
70332515,2008,13,2862,4,4.0
70335331,2006,15,1124,2,2.0
29509682,1983,38,1285,3,2.0
70335330,2006,15,1590,3,3.0
58317294,2000,21,1870,3,3.0
58317330,2000,21,1279,3,2.0
119628329,2013,8,2574,4,3.0
29514273,1999,22,1590,3,2.0
70335763,2005,16,1025,3,2.0
29513324,1998,23,2063,4,3.0
29514259,1999,22,1271,3,2.0
29509672,1983,38,2004,4,2.0
29514258,1999,22,1454,3,3.0
70346322,2006,15,1981,3,3.0
29509663,1972,49,1717,4,2.0
29513256,1999,22,1271,3,2.0
29513322,1998,23,1427,4,2.0
94643162,2009,12,1707,3,3.0
29513249,1999,22,1271,3,2.0
70346316,2006,15,1578,3,3.0
29513309,1999,22,1515,3,2.0
119627157,2014,7,2423,4,3.0
89548742,2008,13,2019,3,3.0
70346307,2006,15,2444,3,3.0
94643155,2010,11,1590,3,3.0
110538854,2010,11,1591,3,3.0
94643152,2012,9,1590,3,3.0
64436804,2003,18,1860,3,3.0
29509648,1982,39,3120,8,4.0
58317222,2001,20,1680,4,2.0
119617644,2014,7,1278,3,2.0
29513304,1999,22,1120,3,2.0
58317217,2001,20,1640,4,2.0
89548303,2008,13,1871,3,3.0
80091295,2007,14,1455,3,3.0
58317213,2001,20,1236,3,1.0
29514292,2000,21,1590,3,3.0
111373199,2011,10,1720,3,3.0
58317198,2002,19,1290,3,3.0
89550697,2008,13,2019,3,3.0
79981115,2006,15,3160,6,6.0
29513290,1999,22,2174,4,3.0
58316612,2000,21,2729,3,3.0
70346285,2005,16,2454,4,3.0
89549485,2013,8,1264,3,2.0
89546598,2012,9,1967,3,3.0
2098719189,2008,13,1714,3,3.0
119621596,2013,8,2423,4,3.0
29514186,1999,22,1431,3,3.0
29509594,1983,38,1769,3,2.0
70335280,2008,13,2945,4,4.0
58317184,2001,20,1430,4,2.0
29509588,1983,38,1592,3,2.0
70346279,2006,15,1363,3,2.0
58317181,2001,20,1074,3,1.0
83815578,2005,16,800,1,1.0
29514277,2000,21,1590,3,3.0
2108953678,2009,12,2163,3,3.0
70332776,2005,16,2185,4,2.0
119628565,2014,7,2484,4,3.0
29514276,2000,21,1860,3,2.5
89546555,2012,9,1975,3,3.0
58317176,2000,21,1572,3,3.0
89546050,2012,9,1819,3,3.0
249911674,1986,35,1102,3,2.0
64894268,2003,18,2409,3,3.0
89548173,2008,13,2190,3,3.0
70332765,2005,16,1826,3,2.0
58317166,2001,20,1105,2,1.0
70332764,2005,16,2310,3,3.0
29513264,1997,24,1655,4,3.0
111372039,2011,10,1745,3,3.0
58317155,2001,20,1236,3,1.0
70332758,2005,16,2167,3,3.0
58317252,2001,20,3522,4,3.0
29514155,1998,23,1454,3,3.0
29509982,1984,37,1503,3,2.0
70332751,2005,16,2185,3,2.0
29514148,1981,40,2356,3,2.0
29513247,1999,22,1860,3,2.5
58317145,2000,21,1466,4,2.0
29509519,1974,47,3000,4,3.0
29514134,1993,28,2238,3,3.0
29513246,1999,22,2041,4,3.0
58317133,2000,21,1290,3,2.0
29513245,1999,22,1590,3,3.0
29513130,1980,41,2050,4,3.0
70332742,2005,16,2310,4,3.0
29509981,1984,37,1501,3,2.0
29512130,1986,35,1501,3,2.5
29514241,2000,21,1167,3,2.0
29513241,1999,22,1590,3,3.0
29512127,1986,35,1373,2,2.0
58317117,2001,20,1430,4,2.0
29494172,1982,39,1590,3,2.0
58187235,2001,20,3506,4,3.0
80100607,2007,14,1438,3,3.0
64458733,2003,18,1439,3,3.0
63838808,2003,18,1474,3,3.0
29513090,1986,35,1203,3,2.0
29513232,1998,23,2102,4,3.0
58317087,2000,21,1350,3,1.0
70332730,2006,15,2862,4,4.0
29513240,1999,22,1535,3,2.0
80105226,2007,14,1745,4,3.0
64893224,2003,18,1707,3,3.0
29514224,1998,23,2359,4,3.0
29514070,1992,29,1601,3,2.0
70332723,2007,14,2443,3,3.0
70332721,2007,14,2240,4,3.0
2122955062,2011,10,1714,3,3.0
29513216,1998,23,1515,3,2.0
58317058,2001,20,1350,3,2.0
29514207,2014,7,2617,4,4.0
63839037,2004,17,1183,4,2.0
29514202,1998,23,1924,3,2.0
63839030,2004,17,1436,3,2.0
83126510,2007,14,2163,3,3.0
119623199,2013,8,2398,3,3.0
29513188,1997,24,1120,3,2.0
83827684,2007,14,1707,3,3.0
64709182,2003,18,1509,3,3.0
29513174,1999,22,1590,3,3.0
29513167,1999,22,1271,3,2.0
119626146,2013,8,2276,4,3.0
70343688,2004,17,4038,4,4.0
80099627,2007,14,1909,3,3.0
60135627,2002,19,3482,4,3.0
64428565,2003,18,1860,3,3.0
60135620,2002,19,2531,3,3.0
80095612,2006,15,1707,3,3.0
60135610,2002,19,2409,3,3.0
60135606,2002,19,3482,4,3.0
70335596,2005,16,1355,3,2.0
64821087,2003,18,1355,3,2.0
89546071,2008,13,1506,3,3.0
119615062,2013,8,2398,4,3.0
64744561,2003,18,1167,3,2.0
64551560,2003,18,1124,2,2.0
2131624052,2008,13,1236,2,3.0
70335552,2005,16,1570,3,3.0
70335529,2005,16,1507,3,3.0
89549526,2008,13,1236,2,3.0
64795014,2004,17,3482,4,3.0
64778008,2003,18,1167,3,2.0
29506662,1972,49,1659,4,2.0
145656158,2015,6,2586,4,3.0
29499158,1982,39,1344,3,2.0
58316656,2001,20,1371,3,2.0
29499153,1984,37,2050,4,2.0
58316648,2001,20,2112,3,3.0
63838646,1984,37,1312,3,2.0
29504146,1988,33,1190,3,2.0
89545628,2013,8,1770,3,3.0
63838627,1981,40,1084,3,2.0
29504127,1988,33,1441,3,2.0
63838623,1981,40,1224,3,2.0
29499122,1979,42,1448,3,2.0
29499118,1982,39,1514,3,2.0
63838615,1979,42,2250,3,3.0
63838613,1982,39,1162,3,2.0
29499112,1982,39,1349,3,2.0
63838609,1982,39,1513,3,3.0
29504108,1982,39,1411,3,2.0
29499108,1981,40,1605,3,2.0
58316607,2001,20,2112,3,3.0
29506602,1996,25,1804,3,2.0
58316601,2001,20,1371,3,2.0
29499098,1978,43,1479,3,2.0
29506596,1994,27,2962,5,4.0
63838595,1978,43,1485,3,2.0
63228592,2004,17,1835,3,3.0
29506592,1996,25,3018,5,3.0
63228576,2004,17,1844,3,3.0
63228572,2004,17,1507,3,3.0
58316572,1999,22,2394,4,3.0
29504072,1983,38,1380,3,2.0
29504071,1983,38,1396,3,2.0
63838570,1983,38,1307,3,2.0
63838569,1981,40,1375,3,2.0
63228565,2004,17,1844,3,3.0
70357520,2007,14,1763,3,2.0
29501061,1978,43,1583,3,2.0
64855504,2003,18,2959,4,3.0
29506558,1975,46,1882,3,2.0
249890052,2001,20,1485,3,2.0
63838550,1986,35,1650,3,3.0
29504041,1982,39,1299,3,2.0
63838537,1978,43,1356,3,2.0
63528036,2004,17,1714,3,3.0
63838532,1984,37,1679,3,2.0
29504016,1985,36,1334,3,2.0
29504009,1983,38,1396,3,3.0
29504007,1983,38,1357,3,2.0
63722506,2004,17,2269,3,3.0
29483461,1983,38,1891,3,2.0
29483956,1995,26,2980,5,3.0
29491495,1999,22,2151,4,2.0
29478955,1983,38,1662,3,2.0
29483954,1995,26,1818,3,2.0
29486453,1981,40,1340,3,2.0
29483953,1996,25,1962,3,3.0
29490952,1985,36,1270,3,2.0
29484452,1993,28,2130,4,3.0
29491450,1997,24,2299,3,3.0
29486450,1981,40,1377,3,2.0
29483450,1984,37,1944,3,2.0
29481449,1996,25,3047,4,2.5
29490447,1983,38,1967,3,3.0
29484446,1993,28,1750,3,3.0
29478946,1979,42,1755,3,2.0
29483445,1983,38,1825,3,2.0
29486443,1981,40,1592,3,3.0
29484443,1993,28,2183,3,3.0
29483943,1995,26,1703,3,2.0
29490942,1986,35,1437,3,2.0
29486942,1990,31,2199,4,3.0
29484442,1993,28,2233,4,3.0
29490440,1983,38,1637,3,3.0
29486440,1981,40,2003,3,2.0
29487439,1992,29,1706,3,2.0
29490938,1986,35,1495,3,3.0
29481438,1995,26,2088,3,2.0
29491435,1998,23,1909,4,2.0
29483935,1988,33,1796,3,3.0
29487434,1995,26,2362,4,3.0
29491433,1997,24,1654,3,2.0
29484433,1993,28,1804,3,2.0
29483433,1983,38,1739,3,2.0
29487432,1995,26,1658,3,2.0
29483932,1988,33,1911,3,3.0
29484431,1993,28,2180,4,3.0
29481429,1998,23,2153,4,2.0
29486927,1986,35,1498,4,2.0
29484426,1993,28,1684,3,2.0
29491425,1997,24,2045,4,2.0
29487425,1995,26,2267,4,3.0
29484425,1993,28,2328,3,3.0
29486424,1982,39,1594,3,2.0
29484424,1997,24,1681,3,2.0
29483424,1978,43,1760,3,3.0
29483921,1988,33,1880,4,3.0
124836918,2006,15,2667,3,3.0
29491417,1998,23,2297,4,2.0
29491416,1997,24,1810,3,2.0
29486916,1991,30,1936,3,3.0
29483415,1984,37,1902,3,2.0
249889914,1997,24,2402,5,3.0
29487414,1995,26,1524,3,2.0
251029152,2018,3,1796,4,3.0
29486413,1999,22,4060,5,4.0
145658645,2016,5,2072,3,3.0
29491412,1998,23,3017,4,3.0
80092143,2007,14,5357,5,4.0
29490911,1986,35,1446,3,3.0
119617642,2013,8,1485,2,2.0
29484411,1997,24,1780,3,3.0
29490410,1983,38,1910,3,3.0
29506131,1984,37,1335,1,1.0
2088004628,2019,2,2219,3,3.0
29490409,1983,38,1498,3,2.0
80107624,2012,9,4079,4,3.0
29486907,1988,33,2017,3,2.0
70343624,2006,15,1708,3,2.0
29512124,1986,35,1256,3,2.0
29491406,1999,22,2794,4,3.0
119618122,2013,8,2170,4,3.0
29487403,1994,27,2932,5,3.0
119630620,2014,7,2364,4,3.0
29491401,1999,22,3332,5,4.0
29512119,1995,26,1711,4,3.0
29490401,1983,38,1238,3,2.0
29483401,1979,42,2105,4,2.0
29512118,1995,26,1436,3,3.0
29512116,1995,26,1436,3,3.0
29490899,1982,39,1312,3,2.0
29506115,1984,37,1563,3,3.0
70343614,2005,16,1609,3,2.0
29483897,1983,38,1700,3,2.0
2099696613,2013,8,1485,2,2.0
29506113,1984,37,1110,3,2.0
29491392,1999,22,2041,3,3.0
29509111,1992,29,1447,3,2.0
